2591563900;1
2591668800;0
3212075500;1
3212098400;0
5947797500;1
5947861500;0
8544433800;1
8544497600;0
9199627900;1
9199669800;0
11936449300;1
11936523400;0
12697309000;1
12697333000;0
13557949700;1
13557975700;0
14256526000;1
14256549700;0
17068633700;1
17068670500;0
19943845800;1
19943904800;0
20682933700;1
20682974700;0
21296037700;1
21296093300;0
23835654800;1
23835714900;0
26355849300;1
26355894600;0
29026158400;1
29026180200;0
29671973500;1
29671997100;0
30521426600;1
30521451700;0
33453213600;1
33453283800;0
36087909100;1
36087985900;0
38886432200;1
38886562600;0
41483024400;1
41484298800;0
44892544700;1
44892616400;0
47445825800;1
47445859400;0
48096334800;1
48096351700;0
50997434500;1
50997880500;0
53684551500;1
53684610400;0
56307545600;1
56307598500;0
58848646400;1
58848703400;0
61340881000;1
61340946900;0
61986031700;1
61986067000;0
62023668100;1
62032320500;0
