112166500;1
2594076500;0
2597271300;1
3214609400;0
3281918800;1
5950327100;0
5981750900;1
8546956000;0
8549186000;1
9202150300;0
9204793400;1
11938965700;0
11940935600;1
12699838600;0
12770453500;1
13560465000;0
13618695000;1
14259050800;0
14314910000;1
17071036300;0
17148707200;1
19946369300;0
19949038400;1
20685470400;0
20688088500;1
21298558000;0
21301272200;1
23838170300;0
23841564600;1
26358359800;0
26429233500;1
29028683900;0
29040739400;1
29674507300;0
29744436600;1
30523937800;0
30595481600;1
33455718300;0
33493643100;1
36090435700;0
36133078400;1
38888913700;0
38892410800;1
41485569100;0
41486143600;1
44895087800;0
44898550600;1
47448372400;0
47452077200;1
48098885500;0
48165428400;1
50999973900;0
51000537400;1
53687085400;0
53690349400;1
56310085400;0
56313644500;1
58851187600;0
58854616700;1
61343416900;0
61346966400;1
61988575800;0
