43278200;1
43431800;0
112259000;1
112403700;0
142639600;1
142752600;0
250668600;1
250788800;0
2629028800;1
2629134800;0
3248191700;1
3248308400;0
5951170100;1
5951236300;0
8582350600;1
8582471600;0
9238390200;1
9238507500;0
11973559200;1
11973647300;0
12735734400;1
12735869800;0
13594886700;1
13594999600;0
14292894700;1
14293114200;0
17110419800;1
17110563200;0
19973082900;1
19973174300;0
20722051100;1
20722284200;0
21333086000;1
21333215700;0
23874238900;1
23874454200;0
26395393500;1
26395511400;0
29065545500;1
29065686300;0
29709701200;1
29709839500;0
30560817200;1
30560932100;0
33456660900;1
33456753800;0
36095396500;1
36095547200;0
38926069200;1
38926218500;0
41540226800;1
41540358700;0
44932435300;1
44932583900;0
47486560600;1
47486694100;0
48132816400;1
48132881600;0
51004897000;1
51004993500;0
53724913500;1
53725032200;0
