2593799700;1
2842195700;0
3214205100;1
3295633200;0
5950009800;1
6155269700;0
8546620100;1
8770903800;0
9201791600;1
9283900300;0
11938652100;1
12153565500;0
12699420400;1
12781210000;0
13560210200;1
13647226000;0
14258639400;1
14346684000;0
17070747300;1
17555812100;0
19946048500;1
20153784500;0
20685143400;1
20768218700;0
21298285400;1
21393527000;0
23837885100;1
24087011500;0
26358065400;1
26604554500;0
29028266600;1
29350220900;0
29674093100;1
29758167200;0
30523547900;1
30634964700;0
33455440700;1
33716478800;0
36090142800;1
36314523700;0
38888690100;1
39111036600;0
41504406000;1
41804285100;0
44895157000;1
45228586600;0
47447984200;1
48004496300;0
48098397800;1
48192285700;0
50999994400;1
51249525800;0
53686736800;1
53940961200;0
56309734100;1
56523655900;0
58850796700;1
59053211700;0
61343087800;1
61555328000;0
61988197500;1
62034086600;0
