2842840400;1
3891220300;0
3891917500;1
4388218100;0
6155264300;1
8093382300;0
8770975100;1
11047380000;0
11048166500;1
11589332400;0
12153695000;1
14027551600;0
14028238100;1
14556708700;0
14557027400;1
14690438700;0
14690876600;1
15078739800;0
17555899800;1
19646596100;0
20153822500;1
22422110300;0
22422906100;1
22778082900;0
22778399600;1
23036469000;0
24087094200;1
26433536100;0
26604562000;1
28383454600;0
29350290800;1
31002444000;0
31003114100;1
31259492400;0
31259774100;1
31872994600;0
33716510900;1
34829237800;0
36314529500;1
37999509000;0
39111099300;1
40980312100;0
41804874700;1
44284235500;0
45228643900;1
47989786400;0
48004515600;1
49203338000;0
49203942500;1
49380363300;0
51249508400;1
52636773700;0
53940957500;1
55941136500;0
56523661300;1
58403087400;0
59053207500;1
60708749200;0
61555451500;1
63920318100;0
63921048600;1
64390036000;0
